"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Northwest Territories","2016A000261","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788665","13.1.38","4873","","","","0"
"2018","Northwest Territories","2016A000261","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788665","13.1.38","4911","","","","0"
"1990","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","","..","","","0"
"1991","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","","..","","","0"
"1992","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","","..","","","0"
"1993","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","","..","","","0"
"1994","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","","..","","","0"
"1995","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","","..","","","0"
"1996","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","","..","","","0"
"1997","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","","..","","","0"
"1998","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","","..","","","0"
"1999","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1255","","","","0"
"2000","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1310","","","","0"
"2001","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1392","","","","0"
"2002","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1423","","","","0"
"2003","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1423","","","","0"
"2004","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1487","","","","0"
"2005","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1481","","","","0"
"2006","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1497","","","","0"
"2007","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1620","","","","0"
"2008","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1851","","","","0"
"2009","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","1721","","","","0"
"2010","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","2039","","","","0"
"2011","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","2150","","","","0"
"2012","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","2199","","","","0"
"2013","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","2410","","","","0"
"2014","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","2379","","","","0"
"2015","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","2372","","","","0"
"2016","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","2492","","","","0"
"2017","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","2821","","","","0"
"2018","Nunavut","2016A000262","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788782","14.1.38","2968","","","","0"
"1990","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","1740","","","","0"
"1991","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","1957","","","","0"
"1992","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","1663","","","","0"
"1993","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","1175","","","","0"
"1994","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","922","","","","0"
"1995","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","853","","","","0"
"1996","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","809","","","","0"
"1997","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","797","","","","0"
"1998","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","731","","","","0"
"1999","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","817","","","","0"
"2000","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","818","","","","0"
"2001","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","821","","","","0"
"2002","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","839","","","","0"
"2003","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","811","","","","0"
"2004","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","786","","","","0"
"2005","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","758","","","","0"
"2006","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","758","","","","0"
"2007","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","736","","","","0"
"2008","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","743","","","","0"
"2009","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","755","","","","0"
"2010","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","788","","","","0"
"2011","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","781","","","","0"
"2012","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","739","","","","0"
"2013","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","709","","","","0"
"2014","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","695","","","","0"
"2015","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","667","","","","0"
"2016","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","671","","","","0"
"2017","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","698","","","","0"
"2018","Outside Canada","","Chained (2012) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62788899","15.1.38","741","","","","0"


